,policy_id,policy_type,policy_description,policyholder_name,policy_start_date,policy_end_date,policy_length,premium_amount,estimated_coverage_total,deductible_amount
493,Paf6fb3f1493,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Carl Trover,2017-05-09,2018-05-03,359 days,2214,26494.2,900
494,Paf6fb3f2494,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Jennifer Sanders,2008-01-01,2008-07-27,208 days,1709,11849.07,1900
495,Paf6fdaed495,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Sandra Patillo,2021-08-04,2021-10-18,75 days,2882,7205.0,100
496,Paf6fdaef496,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Howard Shiffer,2021-01-04,2021-05-27,143 days,2413,11501.97,1400
497,Paf6fdaf1497,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Barbara Bowden,2022-04-09,2023-01-22,288 days,1177,11299.2,400
498,Paf6fdaf3498,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Lindsay Kindred,2022-01-08,2022-03-22,73 days,1393,3389.63,600
499,Paf6fdaf4499,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Nellie Durdan,2022-12-17,2023-09-27,284 days,1476,13972.8,600
500,Paf700205500,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Jason Beal,2022-03-05,2023-01-30,331 days,1307,14420.57,700
501,Paf700206501,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Maritza Crawford,2013-04-10,2013-11-20,224 days,2521,18823.47,1600
502,Paf700208502,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Lucy Kimball,2021-04-26,2022-01-26,275 days,1504,13786.67,300
503,Paf700209503,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Sonny Morales,2019-11-04,2020-03-04,121 days,1927,7772.23,1400
504,Paf70020a504,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Helen Sierra,2021-06-04,2022-04-30,330 days,612,6732.0,1500
505,Paf70020c505,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Eunice Walker,2022-01-03,2022-09-01,241 days,1604,12885.47,400
506,Paf70020d506,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Kathleen Roberts,2021-11-07,2022-08-02,268 days,2463,22002.8,700
507,Paf70020e507,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Cynthia Ortiz,2022-08-18,2022-11-01,75 days,1227,3067.5,800
508,Paf70020f508,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Shawanda Truman,2011-03-24,2011-06-07,75 days,1691,4227.5,1400
509,Paf702918509,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",James Morris,2016-07-15,2017-04-02,261 days,834,7255.8,1500
510,Paf70291a510,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Doris Kane,2018-12-06,2019-11-01,330 days,860,9460.0,1200
511,Paf70291b511,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Ed Amato,2020-06-24,2021-03-20,269 days,2532,22703.6,1800
512,Paf70291d512,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Kathleen Mccurley,2022-08-09,2023-02-05,180 days,1109,6654.0,800
513,Paf70291f513,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Keisha Baxter,2012-03-14,2012-10-10,210 days,460,3220.0,1400
514,Paf705034514,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Jill Lawrence,2019-01-13,2019-03-30,76 days,412,1043.73,800
515,Paf705035515,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Connie Clark,2020-12-03,2021-05-20,168 days,558,3124.8,600
516,Paf705036516,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Eve Mitchell,2007-04-22,2008-02-15,299 days,515,5132.83,900
517,Paf705037517,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Patricia Clark,2020-09-02,2021-03-05,184 days,1410,8648.0,300
518,Paf705038518,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Francisco Tuite,2021-02-25,2022-01-22,331 days,2357,26005.57,700
519,Paf70503a519,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Arthur Long,2018-03-27,2018-06-16,81 days,1917,5175.9,1200
520,Paf70503c520,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Josephine Morrill,2019-07-13,2020-03-26,257 days,2923,25040.37,1800
521,Paf70503d521,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Joseph Milner,2013-05-04,2013-09-26,145 days,2022,9773.0,1500
522,Paf707738522,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Kevin Gil,2020-04-05,2020-10-17,195 days,1395,9067.5,1900
523,Paf70773a523,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Colleen Campbell,2022-06-21,2023-04-28,311 days,185,1917.83,400
524,Paf70773c524,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Kevin Shrout,2019-08-15,2020-01-31,169 days,2483,13987.57,1900
525,Paf70773e525,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Mabel Warren,2016-02-05,2016-12-13,312 days,1100,11440.0,1800
526,Paf709e47526,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",John Payton,2022-08-05,2023-06-22,321 days,2567,27466.9,1000
527,Paf709e48527,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Mildred Coleman,2018-11-14,2019-09-28,318 days,2640,27984.0,1500
528,Paf709e4a528,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",John Henderson,2018-06-18,2019-04-10,296 days,2251,22209.87,1100
529,Paf709e4b529,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Richard Medina,2021-06-21,2022-02-17,241 days,2653,21312.43,1100
530,Paf709e4c530,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Dan Thomason,2017-04-06,2017-10-13,190 days,715,4528.33,1000
531,Paf709e4e531,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Lorrie Gibbs,2016-05-14,2017-03-10,300 days,2921,29210.0,200
532,Paf709e50532,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Ruby Hart,2022-02-11,2022-11-01,263 days,166,1455.27,1500
533,Paf70c560533,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Catherine Hernandez,2022-04-24,2022-09-20,149 days,1750,8691.67,500
534,Paf70c562534,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Kristina Hampton,2021-11-21,2022-05-23,183 days,305,1860.5,500
535,Paf70c564535,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Maria Powles,2021-03-24,2021-08-20,149 days,1201,5964.97,800
536,Paf70c565536,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Stephanie Weddle,2016-03-25,2016-09-20,179 days,2816,16802.13,1900
537,Paf70c567537,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Walter Bethel,2019-02-27,2020-02-21,359 days,772,9238.27,800
538,Paf70c568538,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Curtis Way,2019-10-08,2020-01-04,88 days,588,1724.8,500
539,Paf70ec6b539,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Brett Dinardo,2013-10-23,2014-06-19,239 days,1856,14786.13,100
540,Paf70ec6c540,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Sheryl Bach,2022-02-09,2022-06-15,126 days,2248,9441.6,700
541,Paf70ec6e541,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Annie Rizzo,2009-11-13,2010-04-24,162 days,1301,7025.4,1400
542,Paf70ec70542,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Karen Prevost,2022-12-14,2023-03-20,96 days,186,595.2,1800
543,Paf70ec71543,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Terrie Ogle,2014-09-11,2015-07-16,308 days,2752,28253.87,1900
544,Paf70ec72544,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Elijah Lasley,2020-08-20,2021-08-13,358 days,646,7708.93,1700
545,Paf70ec73545,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Anthony Ryan,2021-03-25,2022-01-28,309 days,1876,19322.8,1900
546,Paf70ec74546,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Saundra Brown,2008-02-05,2008-06-18,134 days,2427,10840.6,500
547,Paf70ec75547,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Arlene Goodrich,2012-03-11,2012-11-22,256 days,2416,20616.53,1800
548,Paf71137d548,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Sharon Reyes,2020-02-16,2020-11-10,268 days,1276,11398.93,1700
549,Paf71137f549,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Patsy Young,2020-07-10,2021-01-12,186 days,125,775.0,800
550,Paf711380550,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Howard Calhoun,2018-11-02,2019-03-12,130 days,1453,6296.33,1400
551,Paf711382551,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Dinah Malley,2014-03-11,2014-06-02,83 days,1198,3314.47,100
552,Paf711384552,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Augusta Fernberg,2016-04-08,2016-06-22,75 days,2656,6640.0,1000
553,Paf711386553,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Lucy Blades,2015-01-03,2015-05-02,119 days,899,3566.03,900
554,Paf713a8f554,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Gladys Jordan,2014-08-01,2015-05-29,301 days,1172,11759.07,1700
555,Paf713a91555,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Larry Mayer,2019-04-27,2019-12-05,222 days,1288,9531.2,200
556,Paf713a93556,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Frederick Dominguez,2021-04-08,2022-01-30,297 days,793,7850.7,400
557,Paf713a94557,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Karl Payne,2021-09-16,2022-09-16,365 days,956,11631.33,1900
558,Paf713a95558,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Louis Davis,2021-06-06,2022-01-21,229 days,1429,10908.03,700
559,Paf713a97559,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Nelson Kallin,2021-01-23,2021-03-25,61 days,507,1030.9,1300
560,Paf7161a1560,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Elvin Cardoza,2010-02-07,2010-09-27,232 days,2724,21065.6,900
561,Paf7161a3561,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Herman Mcauley,2018-06-16,2019-02-16,245 days,1974,16121.0,400
562,Paf7161a5562,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Stuart Jefferson,2020-08-09,2021-07-02,327 days,2659,28983.1,900
563,Paf7161a6563,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Armand Cormier,2022-01-15,2022-07-08,174 days,2029,11768.2,1600
564,Paf7161a8564,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Latoya Lerman,2022-02-10,2022-08-09,180 days,2441,14646.0,300
565,Paf7161a9565,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Monica Phipps,2022-03-23,2022-11-16,238 days,142,1126.53,1500
566,Paf7188b3566,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Megan Probst,2010-10-08,2011-07-11,276 days,2597,23892.4,500
567,Paf7188b5567,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Vada Perisho,2017-10-25,2018-05-24,211 days,2914,20495.13,1600
568,Paf7188b7568,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Brian Allen,2019-03-04,2019-08-24,173 days,2020,11648.67,300
569,Paf7188b8569,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Sylvester Willis,2017-01-09,2017-12-14,339 days,1720,19436.0,400
570,Paf7188ba570,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Meredith Revalee,2017-11-16,2018-09-07,295 days,651,6401.5,500
571,Paf71afc6571,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Nora Pedroza,2022-11-22,2023-06-04,194 days,583,3770.07,200
572,Paf71afc7572,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Amanda Tittle,2022-01-13,2022-08-13,212 days,2759,19496.93,1600
573,Paf71afc8573,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Warren Moe,2019-12-08,2020-10-08,305 days,346,3517.67,200
574,Paf71afc9574,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Francine Johnson,2021-02-12,2021-07-01,139 days,1343,6222.57,1600
575,Paf71afca575,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Donna Ready,2022-07-25,2023-03-11,229 days,1726,13175.13,300
576,Paf71afcc576,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Paula Sholar,2022-06-10,2023-02-27,262 days,2390,20872.67,600
577,Paf71afcd577,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Chana Crafton,2022-04-19,2023-03-25,340 days,1167,13226.0,200
578,Paf71afcf578,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Laura Smart,2016-09-04,2017-01-13,131 days,2049,8947.3,1400
579,Paf71d6db579,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Corey Orrick,2018-09-12,2019-07-16,307 days,2752,28162.13,600
580,Paf71d6dc580,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Ruth Ledford,2021-01-17,2021-12-25,342 days,1066,12152.4,1200
581,Paf71d6dd581,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Victor Perez,2022-04-12,2022-10-13,184 days,956,5863.47,500
582,Paf71d6df582,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Yesenia Knight,2011-02-27,2011-12-07,283 days,603,5688.3,500
583,Paf71d6e1583,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Travis Kruse,2021-10-02,2022-08-17,319 days,656,6975.47,1200
584,Paf71d6e2584,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Eugene Hopkins,2013-02-01,2013-12-21,323 days,345,3714.5,300
585,Paf71d6e3585,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Edward Long,2017-10-20,2018-07-04,257 days,647,5542.63,500
586,Paf71fdec586,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Monty Pitcak,2020-03-25,2020-08-27,155 days,740,3823.33,1700
587,Paf71fded587,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Yuko Roberts,2016-12-14,2017-06-13,181 days,2051,12374.37,1700
588,Paf71fdee588,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Ernest Wilson,2016-10-21,2017-07-15,267 days,805,7164.5,500
589,Paf71fdf0589,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",April Curi,2007-05-20,2007-09-12,115 days,2373,9096.5,1000
590,Paf71fdf1590,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Peter Jones,2018-10-17,2018-12-22,66 days,784,1724.8,800
591,Paf71fdf3591,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Vera Alston,2022-03-04,2022-05-07,64 days,2670,5696.0,300
592,Paf71fdf4592,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Naomi Moynihan,2022-07-21,2023-04-22,275 days,559,5124.17,800
593,Paf722507593,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Warren Oden,2022-09-14,2023-09-09,360 days,2601,31212.0,1800
594,Paf722508594,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Linda Robertson,2010-12-15,2011-08-08,236 days,704,5538.13,1700
595,Paf722509595,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Monique Taylor,2010-10-06,2011-09-05,334 days,1250,13916.67,600
596,Paf72250b596,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Mia Espinosa,2011-05-23,2011-11-12,173 days,1408,8119.47,1500
597,Paf72250d597,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Shawna Sinha,2013-10-15,2014-01-27,104 days,719,2492.53,1900
598,Paf724c12598,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Raymond Shelton,2018-04-15,2019-02-28,319 days,2428,25817.73,400
599,Paf724c14599,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Joanne Hope,2020-09-21,2021-07-05,287 days,2372,22692.13,700
600,Paf724c15600,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Teresa Kanter,2022-06-02,2023-02-11,254 days,560,4741.33,1900
601,Paf724c17601,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Thomas Russell,2022-03-07,2022-10-04,211 days,2544,17892.8,1100
602,Paf724c19602,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Jeanette Evans,2019-12-18,2020-04-30,134 days,2221,9920.47,200
