,policy_id,policy_type,policy_description,policyholder_name,policy_start_date,policy_end_date,policy_length,premium_amount,estimated_coverage_total,deductible_amount
510,Pdd57209b510,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Alvin Hill,2020-02-16,2021-01-26,345 days,1059,12178.5,1700
511,Pdd57209d511,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Joan Swartz,2019-04-26,2019-07-01,66 days,2961,6514.2,300
512,Pdd57209f512,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Bryan Hinds,2019-07-09,2019-12-14,158 days,1888,9943.47,200
513,Pdd5720a1513,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Jeremy Hayden,2020-01-03,2020-03-30,87 days,1500,4350.0,1800
514,Pdd5720a3514,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Salvador Griffin,2022-03-08,2022-10-25,231 days,2214,17047.8,100
515,Pdd5720a6515,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Barbara Ricks,2022-03-09,2022-09-03,178 days,1970,11688.67,800
516,Pdd5720a8516,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Leo Acevedo,2021-12-03,2022-06-16,195 days,1651,10731.5,300
517,Pdd5720aa517,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Christina Hass,2013-10-21,2014-10-04,348 days,2481,28779.6,400
518,Pdd5720ac518,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Tami Anderson,2004-08-26,2004-11-25,91 days,990,3003.0,900
519,Pdd5720af519,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Holly Brandenburg,2022-04-19,2023-01-25,281 days,2242,21000.07,700
520,Pdd5720b1520,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Amy Schneider,2022-01-25,2022-12-03,312 days,2277,23680.8,1700
521,Pdd585a1d521,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Alicia Quintana,2018-05-22,2018-07-21,60 days,2210,4420.0,800
522,Pdd585a20522,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Tammy Holmes,2022-12-04,2023-11-08,339 days,1324,14961.2,1900
523,Pdd585a23523,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Paul Moore,2017-08-12,2018-03-21,221 days,2860,21068.67,1600
524,Pdd585a25524,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Louise Rodriquez,2003-08-21,2004-01-11,143 days,2770,13203.67,900
525,Pdd585a28525,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Letha Nelson,2020-03-14,2020-09-14,184 days,1743,10690.4,1800
526,Pdd585a2a526,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Barbara Lujan,2016-04-24,2016-12-30,250 days,1069,8908.33,1900
527,Pdd58a8cf527,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Jerri Reasoner,2022-06-20,2023-01-01,195 days,2942,19123.0,100
528,Pdd58a8d1528,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Dorothy Jacques,2021-08-13,2022-01-22,162 days,2828,15271.2,1800
529,Pdd58a8d3529,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Patricia Coles,2009-07-28,2009-11-27,122 days,2796,11370.4,1000
530,Pdd58a8d6530,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Helen Grant,2009-02-26,2009-09-09,195 days,926,6019.0,400
531,Pdd58a8d9531,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Anthony Lopez,2017-09-10,2018-06-20,283 days,819,7725.9,1200
532,Pdd58a8dc532,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",John Macdonald,2013-08-26,2014-07-06,314 days,882,9231.6,1500
533,Pdd58a8df533,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Geraldine Gonzalez,2012-12-10,2013-02-26,78 days,2623,6819.8,1200
534,Pdd58a8e2534,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Lisa Holmes,2022-11-06,2023-03-03,117 days,154,600.6,1200
535,Pdd58a8e4535,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Donald Patterson,2014-09-13,2015-03-03,171 days,1750,9975.0,300
536,Pdd58a8e6536,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Sean Newton,2020-11-27,2021-06-02,187 days,2963,18469.37,600
537,Pdd58a8e8537,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Barbara Puckett,2007-02-17,2007-12-14,300 days,2151,21510.0,700
538,Pdd58a8eb538,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Connie Guarino,2021-08-19,2022-07-15,330 days,1929,21219.0,500
539,Pdd58a8ed539,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Kenneth Leblanc,2021-05-02,2022-03-29,331 days,2130,23501.0,1500
540,Pdd58a8f0540,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Reba Manzo,2020-08-14,2021-05-26,285 days,2268,21546.0,300
541,Pdd58a8f2541,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,James Roy,2016-02-07,2016-12-19,316 days,494,5203.47,1400
542,Pdd58a8f4542,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Pierre Jones,2022-09-08,2023-07-26,321 days,2303,24642.1,200
543,Pdd58a8f7543,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Dennis Smith,2018-12-02,2019-03-17,105 days,1328,4648.0,900
544,Pdd58a8fa544,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Tracy Eaton,2019-01-12,2019-04-24,102 days,692,2352.8,200
545,Pdd58a8fd545,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Jorge Ehrlich,2021-06-14,2022-02-13,244 days,2312,18804.27,200
546,Pdd58a8ff546,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Michelle Chisholm,2002-12-08,2003-02-20,74 days,950,2343.33,300
547,Pdd58a901547,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Robert Baird,2022-01-22,2022-06-05,134 days,1830,8174.0,400
548,Pdd58a904548,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Ernest Elizalde,2017-06-03,2017-08-08,66 days,1602,3524.4,600
549,Pdd58a907549,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",John Schmitt,2005-12-05,2006-07-22,229 days,2978,22732.07,500
550,Pdd58a90a550,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Rodger Savage,2012-12-25,2013-09-06,255 days,651,5533.5,400
551,Pdd59e289551,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Pamela Warren,2013-05-03,2013-07-02,60 days,489,978.0,1400
552,Pdd59e28c552,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Sean Jackson,2022-02-27,2022-09-29,214 days,1054,7518.53,1800
553,Pdd59e28f553,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Betty Postell,2019-07-22,2019-12-10,141 days,1226,5762.2,1300
554,Pdd59e291554,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Francisco Dowdy,2020-01-12,2020-12-06,329 days,2660,29171.33,300
555,Pdd5a3148555,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Audrey Dellosso,2021-04-13,2022-01-17,279 days,414,3850.2,300
556,Pdd5a314b556,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Sheri Anderson,2014-04-10,2014-09-21,164 days,926,5062.13,100
557,Pdd5a314d557,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Fletcher Matthews,2007-10-03,2008-04-19,199 days,2657,17624.77,200
558,Pdd5a314f558,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",David Henderson,2016-01-16,2016-04-16,91 days,577,1750.23,1500
559,Pdd5a3152559,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Edward Miller,2020-08-17,2020-12-25,130 days,863,3739.67,900
560,Pdd5a3154560,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Sharon Gladwin,2002-05-16,2002-10-01,138 days,2346,10791.6,1300
561,Pdd5a3157561,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Mary Hansel,2020-03-04,2021-01-18,320 days,957,10208.0,1400
562,Pdd5a315a562,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Minnie Moore,2020-09-26,2021-05-10,226 days,1753,13205.93,300
563,Pdd5a315d563,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Mavis Upton,2020-09-25,2021-06-10,258 days,2382,20485.2,1300
564,Pdd5a315f564,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",David Bedsole,2022-06-17,2022-08-17,61 days,2310,4697.0,1800
565,Pdd5a3161565,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Ruth Scanlon,2021-05-20,2021-10-29,162 days,2742,14806.8,500
566,Pdd5a3164566,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Rosario Edmunds,2010-08-05,2011-06-11,310 days,215,2221.67,700
567,Pdd5a3166567,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Wallace Opp,2014-04-21,2014-12-02,225 days,1867,14002.5,1100
568,Pdd5a3168568,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Fern Herrera,2020-11-13,2021-03-07,114 days,1455,5529.0,1800
569,Pdd5a316b569,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Rebecca Root,2019-06-28,2019-09-12,76 days,1361,3447.87,1500
570,Pdd5a316d570,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Hannah Strauser,2014-06-28,2015-06-22,359 days,2030,24292.33,1700
571,Pdd5a3170571,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Dixie Cox,2017-09-26,2017-12-21,86 days,1374,3938.8,1500
572,Pdd5a3173572,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Luis Kelly,2022-07-07,2022-12-16,162 days,2900,15660.0,300
573,Pdd5a3176573,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Joe Gumina,2020-08-11,2020-11-11,92 days,1849,5670.27,1600
574,Pdd5a3179574,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Marilyn Davis,2017-06-19,2018-06-01,347 days,1189,13752.77,1600
575,Pdd5a317c575,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Arlene Lee,2021-02-26,2021-08-20,175 days,2455,14320.83,200
576,Pdd5a317e576,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Charles Sturgeon,2009-12-26,2010-05-22,147 days,2933,14371.7,1900
577,Pdd5a3180577,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Milton Robinson,2021-02-12,2021-05-01,78 days,2021,5254.6,1900
578,Pdd5a3183578,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Gwen Pilkington,2012-09-02,2013-06-26,297 days,822,8137.8,1200
579,Pdd5b73ba579,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Richard Nolan,2020-02-12,2020-05-21,99 days,879,2900.7,1100
580,Pdd5b73bd580,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Rocky Arroyo,2022-06-13,2022-10-27,136 days,2743,12434.93,700
581,Pdd5b73c0581,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Linda Mccabe,2017-06-09,2018-05-31,356 days,2740,32514.67,700
582,Pdd5b73c3582,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Benny White,2019-10-11,2020-06-12,245 days,1935,15802.5,900
583,Pdd5b73c5583,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Vera Cooper,2013-06-17,2013-08-20,64 days,2976,6348.8,1400
584,Pdd5b73c7584,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Tangela Rohman,2016-05-26,2017-03-07,285 days,1279,12150.5,400
585,Pdd5bcb8a585,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Ronald Meade,2006-02-13,2006-09-19,218 days,1607,11677.53,600
586,Pdd5bcb8d586,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Jeremiah Burgess,2018-10-09,2019-04-16,189 days,2750,17325.0,1700
587,Pdd5bcb90587,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Alison Bollinger,2021-03-15,2021-12-22,282 days,655,6157.0,600
588,Pdd5bcb93588,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Linda Green,2020-05-19,2020-07-18,60 days,2494,4988.0,1100
589,Pdd5bcb95589,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Clemencia Gomez,2000-11-07,2001-10-15,342 days,2618,29845.2,700
590,Pdd5bcb98590,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Truman Lane,2004-11-07,2005-05-05,179 days,452,2696.93,700
591,Pdd5bcb9b591,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Bonnie Leonard,2015-01-18,2015-10-04,259 days,616,5318.13,1500
592,Pdd5bcb9e592,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Helen Austin,2021-07-12,2022-04-28,290 days,2692,26022.67,800
593,Pdd5bcba0593,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Gail Smith,2018-05-08,2018-07-13,66 days,2528,5561.6,1100
594,Pdd5bcba3594,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Jennifer Maldanado,2009-04-22,2010-03-28,340 days,725,8216.67,1300
595,Pdd5bcba6595,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Rochelle Jett,2013-02-24,2013-08-10,167 days,2185,12163.17,1100
596,Pdd5bcba8596,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Kerri Trent,2022-01-04,2022-05-04,120 days,1548,6192.0,1900
597,Pdd5bcbaa597,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Samuel Hunter,2015-05-23,2015-09-02,102 days,1962,6670.8,1800
598,Pdd5bcbad598,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Peter Serrano,2022-07-19,2022-10-27,100 days,145,483.33,1400
599,Pdd5bcbb0599,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Allen Finnerty,2009-04-14,2010-01-13,274 days,1329,12138.2,200
600,Pdd5bcbb3600,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Evelyn Harris,2022-02-03,2022-05-15,101 days,2414,8127.13,1900
601,Pdd5bcbb5601,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Nina Moreno,2018-05-15,2018-08-13,90 days,2689,8067.0,400
602,Pdd5bcbb7602,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Ann Gregory,2013-01-19,2013-08-25,218 days,684,4970.4,700
603,Pdd5bcbba603,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Perry Sloan,2016-02-17,2016-11-28,285 days,1391,13214.5,1400
604,Pdd5bcbbd604,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Steven Crawford,2014-05-08,2014-08-06,90 days,2135,6405.0,1000
605,Pdd5bcbbf605,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Judy Whaley,2019-07-17,2020-02-01,199 days,2078,13784.07,1600
606,Pdd5bcbc1606,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,James Tuttle,2006-10-21,2007-09-28,342 days,1622,18490.8,1900
607,Pdd5bcbc3607,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Andrew Menefee,2011-12-04,2012-09-13,284 days,1812,17153.6,1100
608,Pdd5bcbc5608,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Scott Toan,2001-04-05,2002-03-18,347 days,2172,25122.8,1600
609,Pdd5d04f5609,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Travis White,2010-06-16,2010-09-13,89 days,2288,6787.73,800
610,Pdd5d04f7610,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Rodney Jacobs,2018-09-27,2019-01-16,111 days,636,2353.2,700
611,Pdd5d04f9611,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Tracy Walser,2017-01-05,2017-12-18,347 days,1373,15881.03,700
612,Pdd5d04fb612,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Denise Soileau,2022-01-27,2022-12-14,321 days,2773,29671.1,800
613,Pdd5d04fd613,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Linda Speed,2020-07-23,2021-04-07,258 days,2243,19289.8,500
614,Pdd5d04ff614,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Joseph Citron,2012-11-01,2013-08-27,299 days,868,8651.07,400
615,Pdd5d0502615,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Myrna Nock,2021-08-27,2022-02-08,165 days,574,3157.0,700
