,id,first_name,last_name,address_line_1,address_line_2,address_city,address_state,address_zipcode,gender,marital_status,us_citizen,dob,survey_id,last_4_social,occupation,annual_income,net_worth,pilot_flag,scuba_flag,auto_racing_flag,recreational_climbing_flag,felony_flag,dui_flag,suspended_license_flag
300,300,Rafael,Plamondon,663 Chesapeake Way,#1,Fayetteville,AR,72701,1,Widowed,0,1988-03-22,S50c2e82ddd50300,2141,Agent,155982,779910,1,1,0,1,0,0,1
301,301,Laura,Cunningham,6016 Northwest 27th Street,,Oklahoma City,OK,73127,0,Single,0,1960-01-13,S50c2e82ddd50301,8195,Coordinator,92492,184984,1,1,1,1,1,0,1
302,302,Jared,Edwards,304 Wilmington Island Road,A,Savannah,GA,31410,0,Divorced,1,1960-11-02,S50c2e82ddd50302,8348,Leader,111755,335265,0,0,0,1,1,0,0
303,303,Matthew,Carter,25800 Industrial Boulevard,V,Hayward,CA,94545,0,Separated,0,1943-06-09,S50c2e82ddd50303,8084,Supervisor,134506,134506,0,1,1,1,1,1,1
304,304,Patricia,Medina,218 Middle Street,,Brighton,VT,05846,1,Widowed,0,1982-06-26,S50c2e82ddd50304,2200,Controller,154055,770275,0,0,1,0,1,0,0
305,305,Roseann,Speer,2538 East 40th Plaza,,Panama City,FL,32405,0,Single,0,1991-01-07,S50c2e82ddd50305,1803,Consultant,187783,375566,0,1,0,0,1,0,1
306,306,Ronald,Rinehart,10700 South Pennsylvania Avenue,,Oklahoma City,OK,73170,0,Married,0,1991-12-10,S50c2e82ddd50306,7326,Executive,55754,0,0,0,1,0,0,1,1
307,307,Linda,Outlaw,2654 Quiet Water Cove,,Annapolis,MD,21401,1,Divorced,1,1993-06-21,S50c2e82ddd50307,4327,Manager,36435,145740,0,0,1,1,0,0,1
308,308,Ronald,Gomez,1032 Brayhill Road,,Edmond,OK,73003,1,Divorced,0,1947-01-02,S50c2e82ddd50308,3607,Executive,39268,0,0,0,1,1,0,0,0
309,309,Kerry,Sachs,376 North Williams Drive,,Fayetteville,AR,72701,1,Married,0,1947-09-25,S50c2e82ddd50309,3621,Architect,32126,96378,1,1,0,1,1,0,1
310,310,Jim,Russell,2100 North Leverett Avenue,#112J,Fayetteville,AR,72703,0,Married,1,1942-03-28,S50c2e82ddd50310,3135,Surveyor,75462,0,1,1,0,0,1,1,0
311,311,William,Johnson,7111 North 75th Avenue,#1067,Glendale,AZ,85303,0,Separated,0,1961-10-12,S50c2e82ddd50311,2965,Superintendent,54822,54822,1,1,0,1,1,0,1
312,312,Mark,Pipkin,117 Adelaide Road,,Manchester,CT,06040,0,Single,1,1968-02-03,S50c2e82ddd50312,4117,Analyst,162233,486699,0,1,0,1,0,0,1
313,313,Robert,Greco,9110 North 63rd Drive,,Glendale,AZ,85302,0,Single,1,1941-11-06,S50c2e82ddd50313,3962,Economist,115379,461516,1,1,0,1,0,1,1
314,314,Kim,Rodibaugh,8417 Timothy Lane,,Oklahoma City,OK,73135,0,Married,0,1953-08-23,S50c2e82ddd50314,5431,Partner,134339,671695,0,1,0,0,1,1,0
315,315,Tony,Farias,6610 North 93rd Avenue,#3102,Glendale,AZ,85305,0,Single,1,1998-11-13,S50c2e82ddd50315,4108,Representative,167283,501849,0,0,1,0,0,0,0
316,316,April,Hader,312 Westhill Avenue,,Inverness,FL,34452,0,Separated,0,1980-06-18,S50c2e82ddd50316,3427,Leader,153008,153008,1,0,0,0,0,0,1
317,317,David,Pope,713 Millard Fuller Drive,,Montgomery,AL,36110,1,Married,0,1953-07-28,S50c2e82ddd50317,8147,Architect,154515,309030,0,0,1,0,1,0,1
318,318,James,Amburn,804 Old Coach Place,,Nashville,TN,37076,0,Single,0,1942-09-10,S50c2e82ddd50318,2712,Receptionist,187919,0,0,1,0,1,1,0,0
319,319,Bradford,Hill,468 Raymond Drive,,Ione,CA,95640,0,Widowed,0,1945-05-26,S50c2e82ddd50319,3501,Partner,105710,105710,1,1,1,1,1,0,1
320,320,Walter,Gregory,244 La Normandy Drive,,Louisville,KY,40223,0,Widowed,1,1975-02-17,S50c2e82ddd50320,8853,Leader,107367,0,0,0,0,0,1,0,0
321,321,Marc,Augustine,8 Richardson Road,,Barre,VT,05641,1,Widowed,1,1999-08-01,S50c2e82ddd50321,8871,Engineer,130902,130902,0,1,0,0,0,1,0
322,322,Tracy,Scales,117 East Cook Avenue,,Anchorage,AK,99501,1,Single,0,1967-02-11,S50c2e82ddd50322,6916,Operator,156843,784215,1,1,1,1,1,1,1
323,323,Gretta,Bullard,3414 Vance Lane,,Montgomery,AL,36109,0,Married,1,1980-10-10,S50c2e82ddd50323,4648,Surveyor,153322,459966,1,1,0,0,1,1,0
324,324,Shirley,Kramer,3446 Northwest 48th Street,,Oklahoma City,OK,73112,0,Divorced,0,1951-10-04,S50c2e82ddd50324,1524,Surveyor,140606,703030,1,0,1,0,0,1,1
325,325,Roland,Cole,6431 Shattuck Avenue,B,Oakland,CA,94609,1,Separated,0,1990-11-05,S50c2e82ddd50325,8640,Partner,138691,0,1,1,0,1,0,1,0
326,326,Lauren,Zamora,8700 Seaton Boulevard,,Montgomery,AL,36116,1,Divorced,0,1994-07-17,S50c2e82ddd50326,8913,Researcher,128375,513500,0,1,1,0,1,0,0
327,327,Michael,Perkins,2220 Kirk Avenue,,Nashville,TN,37218,0,Divorced,0,1993-03-15,S50c2e82ddd50327,5290,Partner,105295,105295,1,0,0,1,1,0,0
328,328,Malcolm,Fountain,264 River Road,,Richmond,VT,05477,0,Married,0,1965-03-04,S50c2e82ddd50328,1079,Surveyor,132782,663910,1,1,0,0,0,1,0
329,329,Michael,Houston,3102 Kinvara Lane,,Louisville,KY,40242,1,Single,0,1999-09-13,S50c2e82ddd50329,0413,Surveyor,86187,258561,1,0,1,0,1,0,0
330,330,Carolyn,Jones,1217 Cottondale Road,,Montgomery,AL,36109,0,Married,1,1994-05-18,S50c2e82ddd50330,4744,Controller,198184,0,0,1,0,0,0,0,0
331,331,Williams,Coleman,4809 Trappers Ridge,,Nashville,TN,37013,0,Widowed,1,1970-03-13,S50c2e82ddd50331,2016,Agent,46280,231400,0,1,1,1,0,0,1
332,332,Mark,Miller,4438 Maine Avenue,,Baldwin Park,CA,91706,1,Divorced,1,1984-02-19,S50c2e82ddd50332,6258,Coordinator,171512,857560,1,0,0,0,0,0,1
333,333,Justin,Martin,4600 Ritchie Highway,,Baltimore,MD,21225,1,Single,0,1987-10-09,S50c2e82ddd50333,4734,Supervisor,74375,371875,0,0,1,0,0,1,1
334,334,Tamara,Vaz,8526 Preston Highway,,Louisville,KY,40219,1,Widowed,0,1982-06-27,S50c2e82ddd50334,5099,Appraiser,137053,0,1,1,1,0,0,0,0
335,335,David,Mcdonald,2310 Donleigh Court,,Louisville,KY,40222,0,Widowed,0,1949-04-17,S50c2e82ddd50335,4727,Supervisor,102399,409596,0,1,1,1,0,0,1
336,336,David,Perez,1 Kelton Court,#4H,Oakland,CA,94611,1,Single,1,1971-09-17,S50c2e82ddd50336,0297,Supervisor,163519,490557,1,0,0,1,0,0,0
337,337,Jeff,Hall,798 Airport Road,,Panama City,FL,32405,0,Widowed,1,1955-01-22,S50c2e82ddd50337,3586,Consultant,73330,219990,0,1,1,0,1,0,0
338,338,Craig,Mckeever,2115 Northwest 22nd Street,,Oklahoma City,OK,73107,1,Married,0,1986-10-12,S50c2e82ddd50338,0180,Superintendent,198288,594864,1,1,0,0,1,0,1
339,339,Raymond,Navejas,8 Linden Circle,,Somerville,MA,02143,0,Divorced,0,1974-12-04,S50c2e82ddd50339,8756,Broker,175467,0,1,1,0,1,1,0,0
340,340,Rose,Hartness,5516 West Indore Drive,,Littleton,CO,80128,0,Widowed,1,1982-05-27,S50c2e82ddd50340,2625,Leader,55377,110754,0,0,1,0,0,0,1
341,341,Brenda,Shiplett,51035 Conifer Drive,,Soda Springs,CA,95728,0,Widowed,1,1946-11-21,S50c2e82ddd50341,5306,Advisory,88321,441605,1,1,0,0,1,0,0
342,342,John,Smith,21007 North 53rd Avenue,,Glendale,AZ,85308,0,Divorced,1,1974-12-03,S50c2e82ddd50342,6939,Advisory,133739,668695,0,0,1,1,1,1,0
343,343,David,Martinez,6515 West Poinsettia Drive,,Glendale,AZ,85304,0,Separated,1,1998-04-21,S50c2e82ddd50343,3910,Messenger,86073,86073,1,0,0,1,0,0,0
344,344,Heather,Beard,5788 Cane Ridge Road,,Nashville,TN,37013,1,Married,1,1961-04-15,S50c2e82ddd50344,8433,Coordinator,165453,330906,0,1,0,1,0,0,1
345,345,Oscar,Begay,89 Barrensdale Drive,,Severna Park,MD,21146,1,Single,0,1948-05-16,S50c2e82ddd50345,7752,Architect,148652,743260,1,1,0,1,1,1,0
346,346,Hattie,Wynn,1810 Orchard Place,,Anchorage,AK,99502,1,Divorced,1,1981-09-07,S50c2e82ddd50346,6657,Professional,69072,0,1,0,0,0,1,1,1
347,347,Anthony,Morford,23 Columbia Drive,,Manchester,CT,06042,1,Single,1,1940-10-02,S50c2e82ddd50347,9252,Underwriter,40125,40125,1,0,1,0,1,1,1
348,348,Greta,Jones,509 Franklin Street Northeast,,Washington,DC,20017,1,Divorced,1,1952-05-23,S50c2e82ddd50348,3363,Representative,74651,149302,0,0,1,0,0,0,0
349,349,Sandra,Mckillop,5514 West Altadena Avenue,,Glendale,AZ,85304,1,Widowed,1,1982-02-14,S50c2e82ddd50349,3448,Superintendent,193410,967050,1,0,0,0,0,1,1
350,350,Brian,Anders,301 Argonaut Street,,Panama City Beach,FL,32413,1,Widowed,1,1952-02-16,S50c2e82ddd50350,0695,Consultant,125035,375105,0,0,0,1,0,1,1
351,351,Donna,Quiroz,819 Beazer Lane,,Nashville,TN,37013,1,Divorced,0,1950-02-24,S50c2e82ddd50351,8986,Surveyor,90201,0,0,0,1,0,0,1,1
352,352,Miguel,Herd,7030 West Krall Street,,Glendale,AZ,85303,1,Widowed,0,1979-06-21,S50c2e82ddd50352,9167,Superintendent,119761,0,0,1,1,0,1,1,1
353,353,Naomi,Kempf,2543 The Meadows,,Montgomery,AL,36116,0,Divorced,0,1974-03-20,S50c2e82ddd50353,2143,Engineer,70382,281528,0,0,0,1,0,0,0
354,354,Nathaniel,Basquez,2032 4th Street Northwest,,Washington,DC,20001,0,Separated,0,1982-02-20,S50c2e82ddd50354,9024,Economist,159803,319606,1,0,0,1,1,0,0
355,355,David,Locket,2086 Hillside Drive,,San Leandro,CA,94577,0,Married,1,1947-10-22,S50c2e82ddd50355,9323,Economist,96468,192936,1,1,0,1,0,0,0
356,356,Efren,Nice,43 Main Street,,Essex,VT,05452,0,Separated,0,1996-02-11,S50c2e82ddd50356,0519,Representative,147055,735275,0,1,1,1,1,1,1
357,357,Reba,Lopez,228 Central Street,,Milford,MA,01757,0,Married,0,1967-02-11,S50c2e82ddd50357,2111,Supervisor,96699,483495,1,0,0,1,1,0,0
358,358,Florence,Bailie,2375 Palm Lake Drive,,Merritt Island,FL,32952,1,Widowed,0,1969-10-01,S50c2e82ddd50358,8810,Appraiser,118538,592690,1,0,0,1,1,0,1
359,359,Lauren,Alleyne,43949 South Moray Street,,Fremont,CA,94539,1,Widowed,0,1957-09-09,S50c2e82ddd50359,5723,Leader,147115,588460,0,1,1,0,0,0,0
360,360,Matt,Guest,406 North Hammonds Ferry Road,,Linthicum Heights,MD,21090,1,Separated,0,1973-06-07,S50c2e82ddd50360,7454,Controller,164264,0,0,0,0,1,1,0,1
361,361,Jerome,Dunn,1780 Poplar Ridge Road,,Pasadena,MD,21122,1,Single,1,1955-01-20,S50c2e82ddd50361,6951,Officer,156647,0,0,0,0,0,1,0,0
362,362,Carol,Madison,9436 Briarlea Court,,Montgomery,AL,36117,1,Divorced,0,1957-12-23,S50c2e82ddd50362,9558,Economist,74437,0,1,0,1,0,1,0,1
363,363,Mary,Weeks,814 East 10th Court,,Panama City,FL,32401,1,Single,0,1945-07-11,S50c2e82ddd50363,3773,Executive,192765,192765,0,1,1,1,1,0,0
364,364,Lesley,Green,1823 Dinger Road,,Annapolis,MD,21402,1,Widowed,1,1979-02-06,S50c2e82ddd50364,5094,Leader,75233,300932,1,0,1,1,1,0,1
365,365,Amanda,Linarez,8101 Northwind Avenue,,Anchorage,AK,99504,1,Widowed,1,1942-12-08,S50c2e82ddd50365,2413,Estimator,118054,0,1,0,1,1,0,1,1
366,366,Rhonda,Mccolpin,174 Village Lake Drive,,Pooler,GA,31322,0,Single,0,1951-09-28,S50c2e82ddd50366,2194,Underwriter,131615,0,0,0,1,1,0,0,1
367,367,Janet,Holland,7905 Old Heady Road,,Louisville,KY,40299,1,Single,1,1976-08-23,S50c2e82ddd50367,8679,Underwriter,192363,577089,0,1,0,0,1,1,0
368,368,Willie,Steele,736 Middle Turnpike East,,Manchester,CT,06040,0,Single,0,1943-05-19,S50c2e82ddd50368,9307,Broker,101387,0,0,1,1,1,0,1,1
369,369,Richard,Cruz,2024 Merrily Drive,,Montgomery,AL,36111,1,Separated,1,1968-04-21,S50c2e82ddd50369,0392,Partner,39968,119904,1,0,1,0,1,0,1
370,370,Rosa,Bueti,2560 Michigan Court,,Panama City,FL,32405,1,Divorced,1,1991-04-20,S50c2e82ddd50370,2144,Boss,40511,162044,0,1,1,0,1,1,0
371,371,Todd,Green,128 East Oak Street,#3,Louisville,KY,40203,0,Single,0,1965-08-09,S50c2e82ddd50371,6364,Partner,104332,521660,0,1,0,1,1,0,1
372,372,Rachel,Walker,1901 North Midwest Boulevard,,Edmond,OK,73034,0,Separated,0,1963-10-08,S50c2e82ddd50372,1848,Broker,134876,134876,1,1,0,0,1,1,1
373,373,Annie,Penalosa,5102 Ander Drive,,Brentwood,TN,37027,1,Divorced,0,1992-07-21,S50c2e82ddd50373,4509,Appraiser,194032,776128,1,0,0,1,0,0,0
374,374,Jerry,Foster,310 Timrod Road,,Manchester,CT,06040,1,Widowed,1,1955-04-19,S50c2e82ddd50374,4998,Supervisor,64898,0,0,1,1,0,1,0,0
375,375,Elmer,Harper,302 Tuten Avenue,,Savannah,GA,31415,0,Single,1,1951-06-21,S50c2e82ddd50375,6646,Executive,44366,0,0,1,1,1,1,1,0
376,376,Agnes,Anaya,43626 Bryant Street,,Fremont,CA,94539,1,Single,1,1963-07-17,S50c2e82ddd50376,4841,Counsel,114438,572190,1,1,0,0,1,0,0
377,377,Cortez,Jackson,201 Lee Boulevard,,Savannah,GA,31405,0,Single,1,1955-12-23,S50c2e82ddd50377,9817,Administrator,133325,399975,1,1,1,0,0,1,1
378,378,Shelley,Zavala,6057 Griffith Avenue,,Linda,CA,95901,0,Single,1,1965-01-17,S50c2e82ddd50378,5186,Director,174219,696876,0,0,1,0,1,0,1
379,379,Lyle,Finch,5055 West 58th Avenue,,Arvada,CO,80002,0,Single,0,1952-05-08,S50c2e82ddd50379,9552,Officer,138746,277492,1,1,1,0,0,0,1
380,380,Sarah,Quear,65 Arcellia Drive,,Manchester,CT,06042,1,Divorced,0,1940-05-28,S50c2e82ddd50380,7399,Administrator,120330,481320,1,1,0,0,0,1,0
381,381,Tammy,Holmes,12 Saint Andrews Crossover,,Severna Park,MD,21146,1,Single,0,1969-12-28,S50c2e82ddd50381,9755,Officer,172832,518496,0,0,1,1,0,0,0
382,382,Scott,Murrell,1817 Beech Street,,Louisville,KY,40210,1,Widowed,0,1960-08-06,S50c2e82ddd50382,4774,Coordinator,51726,0,0,1,1,0,0,0,0
383,383,Cheryl,True,5123 Ewell Street,,Savannah,GA,31405,0,Separated,1,1983-02-03,S50c2e82ddd50383,6215,Partner,93233,466165,0,0,0,0,0,1,0
384,384,Kathy,Tomasini,5420 Allison Street,#202,Arvada,CO,80002,1,Separated,1,1965-07-05,S50c2e82ddd50384,4014,Representative,56184,224736,0,1,0,0,1,1,0
385,385,Tim,Gonzalez,1566 Wingate Park Court,,Montgomery,AL,36117,1,Widowed,1,1985-06-23,S50c2e82ddd50385,5468,Receptionist,55526,0,1,1,1,0,1,1,1
386,386,Judith,Sanon,115 Home Avenue,,Burlington,VT,05401,1,Single,1,1982-06-26,S50c2e82ddd50386,5628,Messenger,126314,378942,1,1,0,1,0,1,0
387,387,Paul,Linen,173 Spruce Street,#18,Manchester,CT,06040,0,Separated,0,1993-08-10,S50c2e82ddd50387,1631,Estimator,177349,532047,0,0,0,0,0,1,1
388,388,Michelle,Nicely,403 Irwin Street,#APT 000003,Anchorage,AK,99508,0,Married,0,1997-09-08,S50c2e82ddd50388,5875,Underwriter,120998,241996,1,1,1,1,1,0,1
389,389,Erika,Kleinpeter,16 Ambassador Drive,BLDG,Manchester,CT,06042,1,Widowed,1,1973-02-02,S50c2e82ddd50389,4860,Representative,96408,192816,0,0,1,0,1,1,0
390,390,Joseph,Recker,1123 Glenwood Avenue,,Nashville,TN,37204,1,Divorced,0,1992-03-11,S50c2e82ddd50390,9388,Analyst,21356,21356,1,0,1,1,0,1,1
391,391,Lorraine,Fitzgerald,3718 Bay Tree Road,,Lynn Haven,FL,32444,1,Single,1,1941-07-27,S50c2e82ddd50391,9899,President,136828,684140,1,1,1,1,0,0,1
392,392,Scott,Stewart,8040 Cranberry Street,,Anchorage,AK,99502,1,Married,1,1991-04-02,S50c2e82ddd50392,2130,Researcher,140679,562716,0,0,1,1,1,0,0
393,393,Steven,Sobus,6007 Applegate Lane,,Louisville,KY,40219,0,Separated,0,1983-07-28,S50c2e82ddd50393,0860,Manager,99339,298017,1,1,1,0,0,0,0
394,394,David,Elwell,7113 North 69th Avenue,,Glendale,AZ,85303,0,Separated,1,1961-05-15,S50c2e82ddd50394,7643,Architect,155586,311172,1,1,0,0,0,1,1
395,395,Margarita,Mixer,370 Wallace Road,#D-28,Nashville,TN,37211,1,Divorced,0,1975-08-27,S50c2e82ddd50395,3562,Researcher,135178,405534,0,1,1,1,0,0,1
396,396,William,Day,39 Newhall Street,#7,Lynn,MA,01902,0,Separated,0,1986-09-23,S50c2e82ddd50396,3267,Manager,35875,143500,1,0,0,1,1,1,1
397,397,Robert,Richardson,8 Richardson Road,,Barre,VT,05641,0,Widowed,1,1983-01-07,S50c2e82ddd50397,8782,Leader,139694,279388,0,0,0,0,1,1,0
398,398,Stella,Gibson,928 Wright Avenue,#UNIT 505,Mountain View,CA,94043,1,Married,0,1982-08-09,S50c2e82ddd50398,8312,Appraiser,29372,88116,0,0,0,1,1,0,0
399,399,Treva,Cross,2106 Standard Avenue,,Louisville,KY,40210,1,Single,1,1992-06-26,S50c2e82ddd50399,4897,Appraiser,34775,104325,1,0,1,1,1,0,0
400,400,Dorothy,Chambers,20 Masters Way,,Manchester,CT,06040,1,Single,1,1942-02-28,S50c2e82ddd50400,8742,Receptionist,142177,568708,0,0,1,0,1,0,1
401,401,Lucas,Barry,15082 North 59th Avenue,#111,Glendale,AZ,85306,0,Divorced,1,1983-07-24,S50c2e82ddd50401,9485,Broker,48724,97448,1,1,0,1,0,1,0
402,402,Jon,Main,6763 Depew Street,,Arvada,CO,80003,1,Married,1,1945-07-05,S50c2e82ddd50402,2950,Broker,29409,147045,0,1,1,1,1,0,1
403,403,Troy,Peck,2318 Camryns Crossing,,Panama City,FL,32405,1,Widowed,0,1952-09-13,S50c2e82ddd50403,2536,Controller,116372,349116,0,1,1,1,0,1,1
404,404,Martin,Dearcos,7024 Johnny Mercer Boulevard,,Savannah,GA,31410,1,Separated,1,1966-02-03,S50c2e82ddd50404,0791,Architect,117258,586290,1,0,1,1,1,0,1
405,405,Lorraine,Urbanski,65 Hilltop Lane,,McKinleyville,CA,95519,1,Married,1,1947-06-15,S50c2e82ddd50405,6402,Coordinator,26869,26869,0,0,1,1,1,1,0
406,406,Linda,Madrid,1340 5th Street Northwest,,Washington,DC,20001,1,Married,0,1947-08-25,S50c2e82ddd50406,4061,Messenger,158016,474048,0,1,1,0,1,1,1
407,407,Geneva,Meinke,5516 West Indore Drive,,Littleton,CO,80128,0,Separated,1,1980-04-02,S50c2e82ddd50407,2310,Supervisor,132624,0,0,1,1,0,1,0,1
408,408,Mark,Williams,2811 Mechanics Avenue,,Savannah,GA,31404,0,Widowed,1,1985-09-01,S50c2e82ddd50408,7989,Boss,63821,127642,0,1,1,0,1,0,1
409,409,Kristin,Duskey,119 Redwood Road,,Manchester,CT,06040,1,Divorced,0,1946-07-22,S50c2e82ddd50409,0252,Broker,114178,342534,0,0,1,1,1,0,1
410,410,Roberta,Nelson,7090 West 64th Avenue,,Arvada,CO,80003,1,Widowed,1,1974-02-12,S50c2e82ddd50410,3864,Receptionist,76057,0,1,0,1,0,1,0,0
411,411,Lindsay,Cantu,2703 Woolsey Street,#R 1,Berkeley,CA,94705,1,Single,0,1951-04-13,S50c2e82ddd50411,7088,Analyst,142497,284994,0,0,0,1,1,0,0
412,412,Ola,Holford,82 Linnmore Drive,,Manchester,CT,06040,0,Single,0,1944-01-10,S50c2e82ddd50412,9489,Manager,184362,184362,0,1,0,1,1,1,1
413,413,Alfred,Wieland,7132 South Villa Avenue,,Oklahoma City,OK,73159,1,Married,1,1981-10-24,S50c2e82ddd50413,3036,Professional,130687,392061,1,1,0,1,1,0,1
414,414,Robert,Guthrie,72 Bentley Avenue,,Poultney,VT,05764,0,Single,0,1957-08-07,S50c2e82ddd50414,4946,Leader,90586,181172,1,0,1,1,1,1,0
415,415,Annette,Kidd,7802 Titan Court,,Pasadena,MD,21122,0,Single,0,1977-06-12,S50c2e82ddd50415,8344,Advisory,57779,0,0,0,0,1,1,1,1
416,416,Gayle,Parra,6148 Avon Avenue,,San Gabriel,CA,91775,0,Divorced,0,1988-02-27,S50c2e82ddd50416,3808,Counsel,99671,199342,1,1,0,0,0,0,1
417,417,Raymond,Benward,15847 West 74th Place,,Arvada,CO,80007,0,Widowed,0,1942-11-17,S50c2e82ddd50417,9225,Vice-president,145398,581592,1,1,1,0,1,0,1
418,418,Mary,Rivera,5 Little Deer Road,,Groton,VT,05046,0,Single,1,1970-10-14,S50c2e82ddd50418,9135,Broker,73692,368460,0,0,0,1,1,1,0
419,419,Georgina,Carlson,10700 South Pennsylvania Avenue,,Oklahoma City,OK,73170,0,Married,0,1995-11-15,S50c2e82ddd50419,7258,Administrator,153192,612768,1,0,0,0,1,1,0
420,420,James,Papenfuss,151 Main Street,,Savannah,GA,31408,1,Divorced,0,1962-04-10,S50c2e82ddd50420,0681,Counsel,81328,406640,1,1,0,0,1,0,1
421,421,Marie,Garcia,7817 Moose Run Circle,,Anchorage,AK,99507,0,Single,1,1966-03-04,S50c2e82ddd50421,6776,Professional,96186,480930,0,1,1,0,0,1,1
422,422,David,Tharpe,2812 Jasper Street Southeast,,Washington,DC,20020,0,Single,0,1940-02-19,S50c2e82ddd50422,9035,Superintendent,181190,724760,1,1,0,0,1,0,1
423,423,Cira,Mackenzie,421 West 1st Avenue,#STE 000220,Anchorage,AK,99501,1,Married,0,1941-01-01,S50c2e82ddd50423,1188,Boss,25939,51878,0,0,0,1,1,0,1
424,424,John,Taylor,5327 Pierce Street,,Arvada,CO,80002,0,Married,1,1981-05-17,S50c2e82ddd50424,3798,Economist,79784,239352,0,1,0,1,0,1,1
425,425,Tracie,Hunter,2057 Lucas Street,,Montgomery,AL,36107,1,Divorced,0,1986-06-23,S50c2e82ddd50425,8383,Manager,71494,0,1,1,1,0,1,0,0
426,426,Cynthia,Rievley,205 Homestead Street,#B3,Manchester,CT,06042,1,Married,0,1940-01-02,S50c2e82ddd50426,5758,Appraiser,134313,402939,0,1,0,1,0,1,0
427,427,Patricia,Wade,8 Village Circle,,Randolph,VT,05060,0,Divorced,0,1952-12-16,S50c2e82ddd50427,6005,Advisory,136215,681075,0,1,1,0,1,1,1
428,428,Ruby,Lampert,217 West Congress Street,,Savannah,GA,31401,0,Widowed,0,1977-08-10,S50c2e82ddd50428,4553,President,44928,179712,1,1,0,1,0,0,1
429,429,Carolina,Lopez,501 Holly Avenue,,Pooler,GA,31322,0,Single,1,1950-10-26,S50c2e82ddd50429,9960,Advisory,188312,376624,0,1,1,0,0,0,0
430,430,Antonio,Barnes,15771 West 64th Avenue,,Arvada,CO,80403,0,Single,0,1994-11-20,S50c2e82ddd50430,6396,Analyst,124522,373566,1,0,1,0,1,0,1
431,431,Lee,Clermont,3115 Cherokee Drive,,Fayetteville,AR,72701,0,Widowed,0,1984-01-16,S50c2e82ddd50431,7464,Supervisor,181077,362154,1,1,0,0,0,1,0
432,432,Stephen,Youd,750 West Dimond Boulevard,#STE 000121,Anchorage,AK,99515,1,Divorced,1,1955-01-02,S50c2e82ddd50432,9850,Specialist,159544,159544,0,0,1,1,1,1,0
433,433,Christina,Aymond,2347 Glen Eagle Drive,,Northfield,KY,40222,1,Separated,0,1958-02-01,S50c2e82ddd50433,2409,Broker,23964,71892,0,1,1,1,0,1,1
434,434,Cody,Skoog,1025 West 19th Street,#UNIT 1-C,Panama City,FL,32405,0,Divorced,0,1946-12-10,S50c2e82ddd50434,0414,Operator,184126,0,1,0,0,1,1,1,0
435,435,Carmen,Baity,6118 North 60th Avenue,D,Glendale,AZ,85301,1,Married,1,1956-06-17,S50c2e82ddd50435,5703,Coordinator,178937,0,1,1,1,0,0,0,1
436,436,Ryan,Pruzansky,1732 27th Avenue,,Oakland,CA,94601,1,Single,0,1941-09-21,S50c2e82ddd50436,8560,Executive,52404,157212,1,1,0,0,1,1,0
437,437,Brian,Figueras,1811 1st Street Northwest,,Washington,DC,20001,1,Divorced,0,1982-09-08,S50c2e82ddd50437,1127,Executive,90075,0,1,1,0,0,1,0,1
438,438,Anita,Mirabal,8757 Lamar Circle,,Arvada,CO,80003,1,Divorced,0,1982-10-11,S50c2e82ddd50438,8623,Vice-president,108810,544050,1,1,0,0,1,0,0
439,439,Jeffrey,Jenkins,9712 Stream View Trail,,Louisville,KY,40258,1,Single,0,1966-05-25,S50c2e82ddd50439,8381,Counsel,27557,82671,0,1,1,1,0,0,1
440,440,Susan,Jensen,1318 35th Street Northwest,,Washington,DC,20007,1,Divorced,0,1982-12-23,S50c2e82ddd50440,0314,Surveyor,135743,271486,1,1,0,1,0,0,0
441,441,Larry,Tillman,580 Hollow Wood Road,,Montgomery,AL,36109,1,Married,1,1965-09-02,S50c2e82ddd50441,8735,Vice-president,76026,228078,1,0,0,1,1,1,0
442,442,Shannon,Berner,597 East Miracle Drive,#4,Fayetteville,AR,72701,0,Single,0,1951-01-24,S50c2e82ddd50442,1460,Broker,119147,595735,0,0,0,1,0,1,0
443,443,Nathan,Martin,81 Reynolds Drive,,Colchester,VT,05446,0,Widowed,0,1946-10-01,S50c2e82ddd50443,7959,Executive,192963,578889,1,1,0,1,1,0,1
444,444,Gerard,Gilliard,88 Shute Street,#1,Everett,MA,02149,1,Single,1,1996-09-14,S50c2e82ddd50444,7576,Leader,20242,60726,1,1,1,0,1,1,1
445,445,Connie,Hartshorne,6755 Mulberry Drive,,Anchorage,AK,99502,1,Divorced,1,1967-03-06,S50c2e82ddd50445,7338,Underwriter,33356,166780,1,0,1,0,1,1,1
446,446,Shari,Locks,33 South Hill Avenue,#306,Fayetteville,AR,72701,1,Single,1,1954-11-23,S50c2e82ddd50446,4789,President,77478,77478,1,1,1,1,0,1,1
447,447,Beatrice,Pennington,20443 Granite Park Circle,,Anchorage,AK,99577,0,Divorced,1,1943-01-04,S50c2e82ddd50447,6864,Operator,155513,466539,1,1,1,1,0,1,1
448,448,Joseph,Deering,222 Quince Street,#2-B,San Diego,CA,92103,1,Divorced,1,1947-04-22,S50c2e82ddd50448,6321,Broker,171146,171146,1,0,0,0,0,1,1
449,449,William,Henderson,7085 Gladiola Street,,Arvada,CO,80004,0,Widowed,1,1988-05-21,S50c2e82ddd50449,4968,Officer,111439,557195,1,1,1,1,1,1,0
